Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
CRI,0.677,0.534,10.6,7.2,0.865,76.2,8468.0,0.6709999999999999
CUB,0.6559999999999999,0.633,12.1,8.9,0.846,75.0,3251.0,0.526
CYP,0.777,0.644,12.4,9.0,0.877,77.0,24298.0,0.83
CZE,0.735,0.626,11.9,8.9,0.8109999999999999,72.7,17633.0,0.7809999999999999
DEU,0.8240000000000001,0.74,15.5,9.3,0.8640000000000001,76.1,32732.0,0.875
DJI,,,2.6,,0.57,57.0,2085.0,0.45899999999999996
DMA,,,11.6,,0.865,76.2,6652.0,0.634
DNK,0.815,0.723,14.6,9.5,0.851,75.3,34104.0,0.8809999999999999
DOM,0.618,0.509,11.7,5.5,0.755,69.1,5842.0,0.614
DZA,0.591,0.414,9.8,4.3,0.731,67.5,9103.0,0.6809999999999999
ECU,0.654,0.557,11.9,6.8,0.775,70.4,7256.0,0.647
EGY,0.562,0.408,10.1,3.8,0.705,65.8,5937.0,0.617
ERI,,,,,0.478,51.1,1267.0,0.384
ESP,0.782,0.6509999999999999,15.0,7.1,0.888,77.7,23975.0,0.828
EST,0.7120000000000001,0.6779999999999999,12.4,10.0,0.748,68.6,11206.0,0.713
ETH,,,2.4,,0.436,48.3,,
FIN,0.799,0.7140000000000001,15.9,8.2,0.861,76.0,24381.0,0.83
FJI,0.659,0.6579999999999999,12.6,9.2,0.71,66.2,5802.0,0.613
FRA,0.804,0.6829999999999999,14.8,8.1,0.882,77.3,30039.0,0.862
FSM,,,,,0.716,66.6,3233.0,0.525
GAB,0.626,0.494,12.0,4.9,0.631,61.0,18482.0,0.7879999999999999
GBR,0.8140000000000001,0.736,14.5,10.0,0.866,76.3,26952.0,0.845
GEO,,,11.6,,0.773,70.2,2400.0,0.48
GHA,0.46799999999999997,0.391,7.7,5.4,0.578,57.6,2000.0,0.45299999999999996
GIN,0.287,0.132,3.2,1.3,0.483,51.4,1171.0,0.3720000000000001
GMB,0.34600000000000003,0.19899999999999998,5.3,1.6,0.509,53.1,1482.0,0.40700000000000003
GNB,,,4.6,,0.465,50.2,1319.0,0.39
GNQ,,,,,0.456,49.6,1538.0,0.413
GRC,0.762,0.619,12.6,8.1,0.883,77.4,21073.0,0.8079999999999999
GRD,,,13.1,,0.755,69.1,6729.0,0.636
GTM,0.495,0.3,6.8,3.3,0.6759999999999999,63.9,5318.0,0.6
GUY,0.562,0.523,10.4,7.0,0.6729999999999999,63.8,2822.0,0.505
HKG,0.799,0.655,13.2,8.7,0.8959999999999999,78.3,31307.0,0.868
HND,0.521,0.3670000000000001,8.8,3.7,0.7390000000000001,68.0,3170.0,0.522
HRV,0.6659999999999999,0.529,10.9,6.8,0.8170000000000001,73.1,9228.0,0.684
HTI,0.414,0.305,7.4,3.0,0.5479999999999999,55.6,1669.0,0.425
HUN,0.7190000000000001,0.653,11.9,9.7,0.763,69.6,14175.0,0.748
IDN,0.545,0.39799999999999996,9.7,3.9,0.682,64.4,5150.0,0.595
IND,0.445,0.331,8.0,3.3,0.606,59.4,1821.0,0.43799999999999994
IRL,0.7809999999999999,0.693,12.8,10.1,0.852,75.4,21102.0,0.8079999999999999
IRN,0.62,0.449,10.3,4.8,0.725,67.1,12721.0,0.732
IRQ,0.561,0.384,9.3,3.8,0.7340000000000001,67.7,6337.0,0.627
ISL,0.818,0.721,15.5,8.7,0.9,78.5,26670.0,0.8440000000000001
ISR,0.812,0.75,13.5,11.3,0.882,77.3,21335.0,0.81
ITA,0.7859999999999999,0.631,13.5,7.7,0.8859999999999999,77.6,31104.0,0.867
JAM,0.653,0.524,11.4,6.2,0.8,72.0,8198.0,0.6659999999999999
JOR,0.659,0.588,12.0,7.6,0.777,70.5,6383.0,0.628
JPN,0.8290000000000001,0.715,13.8,10.0,0.9159999999999999,79.5,31794.0,0.87
KAZ,0.675,0.63,12.1,8.8,0.6940000000000001,65.1,10593.0,0.7040000000000001
KEN,0.45799999999999996,0.386,8.9,4.2,0.545,55.4,2057.0,0.457
KGZ,0.588,0.609,11.3,8.9,0.711,66.2,2224.0,0.469
KHM,0.377,0.28800000000000003,7.0,2.8,0.531,54.5,1015.0,0.35
KIR,,,11.0,,0.642,61.8,1924.0,0.447
KNA,,,13.0,,0.74,68.1,15014.0,0.757
KOR,0.7559999999999999,0.7070000000000001,13.9,9.6,0.816,73.1,14091.0,0.747
KWT,0.695,0.41700000000000004,8.2,5.7,0.8079999999999999,72.5,74117.0,0.998
LAO,0.41700000000000004,0.304,6.9,3.4,0.54,55.1,1859.0,0.442
LBN,,,12.2,,0.7879999999999999,71.2,10828.0,0.708
LBR,,,,2.9,0.43799999999999994,48.5,294.0,0.163
LBY,0.695,0.5479999999999999,14.5,4.3,0.7609999999999999,69.4,20740.0,0.8059999999999999
LCA,,,13.5,,0.7879999999999999,71.2,9807.0,0.693
LIE,,,,9.3,0.873,76.7,81286.0,1.0
LKA,0.637,0.606,11.3,8.8,0.763,69.6,4076.0,0.56
LSO,0.495,0.413,9.4,4.5,0.599,58.9,2564.0,0.49
LTU,0.701,0.647,11.8,9.5,0.767,69.8,10012.0,0.696
LUX,0.799,0.625,11.6,9.1,0.86,75.9,53626.0,0.9490000000000001
LVA,0.667,0.609,11.9,8.4,0.736,67.9,8061.0,0.6629999999999999
MAR,0.474,0.27399999999999997,6.8,2.5,0.71,66.1,3735.0,0.547
MDA,0.618,0.595,11.4,8.3,0.726,67.2,3717.0,0.546
MDG,,,6.9,,0.508,53.0,1409.0,0.4
MDV,,,,3.7,0.6759999999999999,63.9,5954.0,0.617
MEX,0.6629999999999999,0.491,10.4,6.1,0.8,72.0,13622.0,0.742
MHL,,,,,,,3901.0,0.5529999999999999
MKD,,,10.6,,0.795,71.7,7704.0,0.6559999999999999
MLI,0.249,0.098,2.5,0.8,0.40700000000000003,46.4,1326.0,0.39
MLT,0.753,0.618,13.3,7.4,0.871,76.6,18883.0,0.792
MMR,0.387,0.29100000000000004,7.4,2.6,0.612,59.8,855.0,0.324
MNE,,,,,0.8390000000000001,74.5,6248.0,0.625
MNG,0.547,0.474,7.7,7.8,0.628,60.8,3796.0,0.5489999999999999
MOZ,0.214,0.139,3.5,1.2,0.373,44.3,352.0,0.19
MRT,0.39899999999999997,0.212,4.7,2.5,0.601,59.0,2750.0,0.501
MUS,0.638,0.504,10.9,6.0,0.772,70.2,8341.0,0.6679999999999999
MWI,0.363,0.28,7.0,2.6,0.41,46.6,1583.0,0.41700000000000004
MYS,0.6679999999999999,0.518,10.1,7.1,0.7909999999999999,71.4,12266.0,0.727
NAM,0.589,0.52,12.0,5.6,0.635,61.2,6027.0,0.619
NER,0.22,0.09,2.3,0.8,0.39,45.3,753.0,0.305
NGA,,,7.0,,0.39799999999999996,45.8,2506.0,0.48700000000000004
NIC,0.509,0.38299999999999995,8.5,4.4,0.7120000000000001,66.3,2453.0,0.483
NLD,0.8390000000000001,0.764,15.1,10.4,0.882,77.3,33172.0,0.877
NOR,0.87,0.8079999999999999,15.1,11.7,0.882,77.4,45329.0,0.924
NPL,0.39799999999999996,0.293,8.0,2.2,0.5670000000000001,56.9,1239.0,0.38
NRU,,,,,,,,
NZL,0.836,0.8290000000000001,16.0,11.6,0.868,76.4,21677.0,0.813
OMN,,,9.2,,0.7509999999999999,68.8,37796.0,0.8959999999999999
PAK,0.418,0.221,4.9,2.6,0.629,60.9,3272.0,0.527
PAN,0.68,0.562,10.9,7.7,0.826,73.7,8973.0,0.679
PER,0.622,0.5579999999999999,11.7,7.0,0.723,67.0,5161.0,0.596
PHL,0.591,0.53,10.8,6.9,0.705,65.9,3876.0,0.552
PLW,,,,10.7,0.675,63.9,11435.0,0.716
PNG,0.41,0.228,5.0,2.7,0.613,59.8,2667.0,0.496
POL,0.725,0.698,12.9,10.2,0.789,71.3,9696.0,0.691
PRK,,,,,0.75,68.7,,
PRT,0.745,0.606,14.2,6.4,0.846,75.0,20976.0,0.8079999999999999
PRY,0.596,0.46299999999999997,9.5,6.0,0.747,68.5,5723.0,0.611
PSE,,,,,0.755,69.1,3325.0,0.529
QAT,0.764,0.523,11.9,5.7,0.853,75.4,76307.0,1.0
ROU,0.6779999999999999,0.597,10.3,9.3,0.762,69.5,9364.0,0.6859999999999999
RUS,0.71,0.6579999999999999,12.0,9.7,0.7170000000000001,66.6,15175.0,0.759
RWA,0.209,0.23,6.0,1.9,0.11699999999999999,27.6,944.0,0.33899999999999997
SAU,0.7140000000000001,0.508,11.2,6.0,0.772,70.2,46535.0,0.9279999999999999
SDN,0.35200000000000004,0.183,4.4,1.8,0.556,56.1,1732.0,0.431
SEN,0.3670000000000001,0.2,4.7,2.1,0.5770000000000001,57.5,1707.0,0.429
SGP,0.7509999999999999,0.535,11.2,6.7,0.877,77.0,39412.0,0.903
SLB,,,6.9,,0.5920000000000001,58.5,1728.0,0.43
SLE,0.26899999999999996,0.203,5.2,1.8,0.244,35.9,1334.0,0.391
SLV,0.557,0.408,9.9,4.0,0.7120000000000001,66.3,5132.0,0.595
SMR,,,,,,,,
SOM,,,,,0.396,45.7,,
SRB,0.685,0.633,12.6,8.5,0.7959999999999999,71.8,6844.0,0.638
SSD,,,,,0.39399999999999996,45.6,,
STP,0.462,0.34700000000000003,8.6,3.3,0.6509999999999999,62.3,1793.0,0.436
SUR,,,11.6,,0.733,67.6,8198.0,0.6659999999999999
SVK,0.737,0.6990000000000001,11.8,11.1,0.7959999999999999,71.7,11696.0,0.7190000000000001
SVN,0.769,0.708,12.2,11.1,0.8290000000000001,73.9,16778.0,0.774
SWE,0.84,0.779,15.1,10.8,0.897,78.3,27395.0,0.848
SWZ,0.531,0.41200000000000003,9.7,4.3,0.597,58.8,5625.0,0.609
SYC,,,11.8,,0.78,70.7,16465.0,0.7709999999999999
SYR,0.5710000000000001,0.419,10.0,4.3,0.7909999999999999,71.4,4075.0,0.56
TCD,,,3.4,,0.419,47.2,963.0,0.342
TGO,0.39,0.316,7.4,3.3,0.546,55.5,975.0,0.344
THA,0.597,0.41600000000000004,9.2,4.8,0.773,70.2,8035.0,0.6629999999999999
TJK,0.579,0.6459999999999999,11.1,10.2,0.657,62.7,2059.0,0.457
TKM,,,,,0.6579999999999999,62.8,6335.0,0.627
TLS,,,,,0.48200000000000004,51.3,6273.0,0.625
TON,0.66,0.6729999999999999,13.7,8.8,0.768,69.9,3980.0,0.556
TTO,0.675,0.5820000000000001,11.0,8.3,0.742,68.2,11139.0,0.7120000000000001
TUN,0.589,0.431,10.9,3.9,0.778,70.5,5714.0,0.611
TUR,0.597,0.41600000000000004,9.3,4.7,0.705,65.8,12174.0,0.725
TUV,,,,,0.652,62.4,4287.0,0.568
TZA,0.37,0.284,5.6,3.9,0.45399999999999996,49.5,1340.0,0.392
UGA,0.312,0.256,5.5,3.1,0.375,44.4,810.0,0.316
UKR,0.6809999999999999,0.655,12.0,9.7,0.748,68.6,7216.0,0.6459999999999999
URY,0.703,0.601,12.9,7.3,0.818,73.2,10874.0,0.708
USA,0.871,0.8590000000000001,15.8,12.6,0.857,75.7,38115.0,0.898
UZB,,,10.8,,0.713,66.3,2468.0,0.484
VCT,,,12.2,,0.777,70.5,6018.0,0.619
VEN,0.653,0.47100000000000003,10.8,5.1,0.775,70.4,15528.0,0.762
VNM,0.506,0.387,8.7,4.3,0.7909999999999999,71.4,1639.0,0.42200000000000004
VUT,,,,,0.684,64.4,2295.0,0.473
WSM,0.63,0.593,11.8,8.0,0.7140000000000001,66.4,5026.0,0.5920000000000001
YEM,0.408,0.22699999999999998,7.6,0.5,0.597,58.8,2724.0,0.499
ZAF,0.6409999999999999,0.603,12.7,7.5,0.648,62.1,8705.0,0.675
ZMB,0.409,0.41100000000000003,8.2,5.5,0.363,43.6,2098.0,0.46
ZWE,0.47600000000000003,0.44299999999999995,9.8,5.1,0.521,53.9,2218.0,0.46799999999999997
