Country,Human Development Index (HDI),[Demography] Median age (years),[Demography] Old age dependency ratio (old age (65 and older) per 100 people (ages 15-64)),"[Demography] Population, ages 15–64 (millions)","[Demography] Population, ages 65 and older (millions)","[Demography] Population, total (millions)","[Demography] Population, under age 5 (millions)","[Demography] Population, urban (%)",[Demography] Sex ratio at birth (male to female births),[Demography] Young age (0-14) dependency ratio (per 100 people ages 15-64),[Education] Education Index,[Education] Expected years of schooling (years),"[Education] Expected years of schooling, female (years)","[Education] Expected years of schooling, male (years)",[Education] Government expenditure on education (% of GDP),"[Education] Gross enrolment ratio, pre-primary (% of preschool-age children)","[Education] Gross enrolment ratio, primary (% of primary school-age population)","[Education] Gross enrolment ratio, secondary (% of secondary school-age population)","[Education] Gross enrolment ratio, tertiary (% of tertiary school-age population)","[Education] Literacy rate, adult (% ages 15 and older)",[Education] Mean years of schooling (years),"[Education] Mean years of schooling, female (years)","[Education] Mean years of schooling, male (years)",[Education] Population with at least some secondary education (% ages 25 and older),"[Education] Population with at least some secondary education, female (% ages 25 and older)","[Education] Population with at least some secondary education, male (% ages 25 and older)",[Education] Primary school dropout rate (% of primary school cohort),"[Education] Pupil-teacher ratio, primary school (number of pupils per teacher)",[Education] Survival rate to the last grade of lower secondary general education (%),[Environmental Sustainability] Carbon dioxide emissions (kg per 2011 PPP $ of GDP),[Environmental Sustainability] Carbon dioxide emissions per capita (tonnes),[Environmental Sustainability] Forest area (% of total land area),[Environmental Sustainability] Fossil fuel energy consumption (% of total energy consumption),[Environmental Sustainability] Fresh water withdrawals (% of total renewable water resources),[Environmental Sustainability] Renewable energy consumption (% of total final energy consumption),"[Gender] Adolescent birth rate (births per 1,000 women ages 15-19)","[Gender] Antenatal care coverage, at least one visit (%)","[Gender] Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)","[Gender] Maternal mortality ratio (deaths per 100,000 live births)",[Gender] Proportion of births attended by skilled health personnel (%),"[Gender] Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)","[Health] HIV prevalence, adult (% ages 15-49), total","[Health] Infants lacking immunization, DTP (% of one-year-olds)","[Health] Infants lacking immunization, measles (% of one-year-olds)",[Health] Life expectancy Index,[Health] Life expectancy at birth (years),"[Health] Life expectancy at birth, female (years)","[Health] Life expectancy at birth, male (years)","[Health] Mortality rate, female adult (per 1,000 people)","[Health] Mortality rate, infant (per 1,000 live births)","[Health] Mortality rate, male adult (per 1,000 people)","[Health] Mortality rate, under-five (per 1,000 live births)",[Income_composition of resources] Domestic credit provided by financial sector (% of GDP),[Income_composition of resources] Gross domestic product (GDP) per capita (2011 PPP $),"[Income_composition of resources] Gross domestic product (GDP), total (2011 PPP $ billions)",[Income_composition of resources] Gross fixed capital formation (% of GDP),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index,"[Mobility and communication] Net migration rate (per 1,000 people)",[Socio-economic sustainability] Adjusted net savings (% of GNI),[Socio-economic sustainability] Gross capital formation (% of GDP),[Socio-economic sustainability] Rural population with access to electricity (%),"[Socio-economic sustainability] Total debt service (% of exports of goods, services and primary income)",[Trade and financial flows] Exports and imports (% of GDP),"[Trade and financial flows] Foreign direct investment, net inflows (% of GDP)",[Trade and financial flows] Net official development assistance received (% of GNI),[Trade and financial flows] Private capital flows (% of GDP),"[Trade and financial flows] Remittances, inflows (% of GDP)","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older)","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), female","[Work, employment and vulnerability] Labour force participation rate (% ages 15 and older), male"
IRN,0.5770000000000001,17.2,6.5,28.8,1.9,56.2,9.4,56.3,1.05,88.5,0.397,9.2,,,3.8,12.0,106.0,53.0,,,4.2,3.1,5.4,25.6,26.0,36.2,9.2,,79.0,0.33,3.7,5.6,98.9,,1.2,111.4,,,123.0,,,0.1,3.0,15.0,0.674,63.8,66.3,61.6,184.0,44.1,279.0,56.7,59.9,11393.0,640.6,27.0,11420.0,0.716,5.2,2.0,33.0,90.3,3.2,37.1,-0.3,0.1,0.0,,46.4,9.8,81.8
IRQ,0.5720000000000001,16.8,7.6,8.8,0.7,17.5,3.0,69.7,1.07,91.1,0.373,9.6,,,,,,,,,3.2,1.9,4.6,18.4,12.8,31.0,,,,0.24,2.7,1.8,98.8,47.6,1.6,75.1,,,107.0,,,,7.0,25.0,0.71,66.1,69.6,62.8,148.0,42.4,254.0,54.2,,11522.0,201.3,,10726.0,0.706,-7.6,,,84.7,,15.1,0.0,0.0,,,42.4,8.1,77.1
ISL,0.802,30.0,16.6,0.2,0.0,0.3,0.0,90.8,1.06,38.7,0.6779999999999999,14.2,14.4,14.1,4.2,100.0,101.0,98.0,26.0,,8.5,8.5,8.4,43.1,46.5,66.0,,,,,7.8,0.2,28.6,,54.7,30.9,,,7.0,100.0,,,1.0,1.0,0.894,78.1,80.5,75.7,78.0,5.0,117.0,6.4,49.4,,,19.5,27854.0,0.85,0.5,,19.0,100.0,,66.0,0.3,,-0.6,0.98,74.2,67.6,80.8
ISR,0.792,25.9,14.9,2.7,0.4,4.5,0.5,90.4,1.05,52.2,0.7140000000000001,12.7,13.0,12.5,5.4,86.0,95.0,89.0,34.0,,10.8,10.8,11.3,68.4,66.7,70.1,,14.0,,,7.8,6.1,97.0,89.0,5.8,21.9,,,11.0,,,,3.0,9.0,0.871,76.6,78.4,74.7,71.0,9.7,107.0,11.6,,,,,19798.0,0.799,3.0,11.9,,100.0,,,,2.4,,,59.0,46.3,72.1
ITA,0.769,37.0,21.6,39.2,8.5,57.1,2.8,66.7,1.06,24.0,0.599,12.8,12.8,12.8,,90.0,98.0,80.0,30.0,,7.3,6.8,7.8,49.7,44.1,55.7,,12.0,94.0,0.24,7.4,25.8,93.4,,3.8,10.0,,,8.0,,,0.1,6.0,57.0,0.8759999999999999,76.9,80.2,73.6,61.0,8.4,131.0,9.7,,31142.0,1766.3,22.0,30729.0,0.865,-0.0,9.5,22.3,100.0,,36.4,0.5,,0.1,0.43,50.5,35.3,66.9
JAM,0.638,22.3,12.9,1.4,0.2,2.4,0.3,49.4,1.05,60.2,0.509,11.2,,,4.8,76.0,103.0,,,,5.9,6.4,6.4,33.7,27.2,32.0,12.2,34.0,96.0,0.43,3.1,31.8,82.6,,7.6,106.3,,,79.0,,,0.8,5.0,26.0,0.8009999999999999,72.1,74.3,69.9,124.0,25.2,195.0,30.2,45.8,7286.0,17.7,25.3,6759.0,0.636,-12.3,14.0,25.9,53.2,28.6,99.9,3.0,6.5,-3.0,4.98,68.5,59.5,78.1
JOR,0.617,16.8,6.3,1.8,0.1,3.6,0.6,73.3,1.05,89.7,0.496,11.7,11.9,11.5,,19.0,98.0,74.0,19.0,,5.1,3.8,6.6,35.6,20.8,29.4,,,,0.47,2.9,1.1,98.1,,2.8,56.8,80.2,40.0,110.0,87.2,26.5,0.1,3.0,13.0,0.767,69.9,71.4,68.6,133.0,29.9,173.0,36.5,106.3,6283.0,22.4,25.1,5923.0,0.617,10.6,15.8,30.8,90.0,24.4,149.5,0.9,24.1,-1.7,12.0,40.5,10.6,67.1
JPN,0.816,37.3,17.0,86.7,14.8,124.5,6.8,77.3,1.06,26.5,0.691,13.3,13.1,13.6,,46.0,100.0,95.0,29.0,,9.6,9.2,10.1,65.6,63.4,68.2,0.1,21.0,100.0,0.29,8.9,68.4,84.6,,4.6,4.0,,57.9,14.0,99.9,,,4.0,27.0,0.9079999999999999,79.0,81.9,75.9,53.0,4.6,109.0,6.3,253.0,30582.0,3778.1,34.1,30828.0,0.866,-0.5,,34.5,100.0,,19.7,0.1,,,,63.4,50.1,77.4
KAZ,0.69,26.0,9.3,10.4,1.0,16.5,1.9,56.3,1.06,50.1,0.613,12.4,,,,81.0,115.0,100.0,39.0,,8.1,7.6,8.6,63.1,59.8,67.3,,21.0,,,,1.3,97.0,,1.4,46.2,,,78.0,99.0,,0.1,,,0.72,66.8,71.5,61.8,129.0,44.4,306.0,52.2,,13050.0,213.3,,13734.0,0.7440000000000001,-8.1,,,95.6,,,,,,,71.1,65.3,77.5
KEN,0.46799999999999997,15.5,5.6,11.3,0.6,23.4,4.4,16.7,1.03,101.5,0.376,9.1,,,,34.0,101.0,,,,3.7,2.5,5.0,15.0,8.4,23.4,,,,0.1,0.2,8.3,17.8,6.7,77.5,147.8,,,687.0,,,5.9,8.0,22.0,0.5770000000000001,57.5,60.0,55.2,283.0,63.4,373.0,98.1,35.8,2380.0,55.7,20.6,2297.0,0.473,0.0,5.4,24.2,,35.4,57.0,0.7,14.4,-0.7,1.63,73.8,70.3,77.4
KGZ,0.618,21.8,8.7,2.5,0.2,4.4,0.6,37.8,1.05,65.1,0.619,12.0,,,,34.0,111.0,105.0,27.0,,8.6,8.1,9.1,66.5,71.1,71.0,,,,,,4.4,93.5,,7.9,50.4,,,80.0,98.9,,0.1,,,0.713,66.3,70.2,62.3,134.0,54.3,266.0,65.4,,3475.0,15.3,23.1,3420.0,0.534,-6.1,,24.2,98.8,,78.8,,,,,62.3,50.8,74.8
KHM,0.364,17.9,5.5,4.7,0.3,9.0,1.7,15.5,1.04,83.8,0.276,6.7,,,,6.0,112.0,,1.0,,2.7,1.7,4.1,14.1,4.6,13.3,,35.0,,,0.1,73.3,,,,88.1,,,1020.0,,,0.1,37.0,66.0,0.517,53.6,55.9,51.2,309.0,84.8,387.0,116.1,,,,,933.0,0.337,-1.9,,,,,,,,,,80.1,77.1,83.5
KIR,,20.4,6.1,0.0,0.0,0.1,0.0,35.0,1.07,71.6,,10.4,10.5,10.4,,,117.0,37.0,,,,,,,,,,29.0,,0.15,0.3,15.0,0.0,,5.2,49.3,,,234.0,60.0,,,2.0,25.0,0.621,60.4,63.2,57.6,220.0,69.3,298.0,95.8,,1961.0,0.1,66.0,2162.0,0.46399999999999997,-2.2,,66.5,,,138.1,0.8,41.9,20.2,12.92,,,
KNA,,,,,,0.0,,34.6,,,,12.7,12.7,12.7,,,,,,,,,,,,,,22.0,,0.18,2.6,42.3,0.0,,40.0,,100.0,,,,,,1.0,1.0,0.728,67.3,,,165.0,26.0,227.0,31.7,59.5,14326.0,0.6,,13992.0,0.746,,,,82.1,,102.9,23.4,4.0,-23.4,9.24,,,
KOR,0.728,26.9,7.5,29.8,2.2,42.9,3.1,73.8,1.14,36.7,0.6759999999999999,13.6,12.8,14.3,3.1,55.0,105.0,93.0,37.0,,8.9,7.9,10.4,61.5,57.6,77.3,0.3,36.0,,0.49,5.8,66.0,83.8,29.5,1.6,6.4,,,21.0,,,,10.0,7.0,0.795,71.7,75.9,67.4,99.0,13.5,233.0,15.7,49.0,11633.0,498.7,37.7,11614.0,0.718,0.8,28.9,39.6,,,51.3,0.3,0.0,-0.0,0.86,60.0,47.0,73.3
KWT,0.713,23.5,2.1,1.3,0.0,2.1,0.3,98.0,1.04,54.7,0.47600000000000003,10.6,10.3,10.8,,47.0,91.0,84.0,12.0,,5.5,5.4,5.6,44.5,41.9,45.5,,18.0,,,24.3,0.2,99.9,,0.2,37.3,,,7.0,,,0.1,12.0,34.0,0.8009999999999999,72.1,73.3,71.3,83.0,15.1,119.0,17.6,,,,18.0,53416.0,0.9490000000000001,12.5,4.6,17.6,100.0,,103.0,0.0,0.1,3.4,,64.4,39.1,81.1
LAO,0.4,17.6,6.8,2.2,0.1,4.3,0.8,15.4,1.05,84.8,0.28800000000000003,6.7,5.5,7.2,,7.0,98.0,23.0,1.0,,3.1,1.9,4.3,12.2,6.0,18.9,,28.0,,0.03,0.1,76.5,,,88.4,110.2,,,905.0,,,0.1,59.0,68.0,0.517,53.6,54.9,52.3,307.0,110.7,358.0,161.6,5.0,1708.0,7.3,,1732.0,0.431,0.0,,,0.7,8.6,35.8,0.7,17.2,-0.7,1.26,81.2,79.9,82.5
LBN,,23.2,9.9,1.6,0.2,2.7,0.3,83.1,1.05,56.9,,11.7,11.9,11.6,,,,,,,,,,,,,,,,0.39,3.0,12.8,92.5,,11.3,51.0,,,74.0,,,0.1,6.0,39.0,0.773,70.2,71.8,68.7,130.0,27.1,169.0,32.8,132.6,7858.0,21.2,17.8,8973.0,0.679,-17.0,,17.8,100.0,,117.9,,8.3,,,43.9,19.0,70.6
LBR,,17.4,5.7,1.1,0.1,2.1,0.4,55.4,1.05,86.7,,,,,,,,,,,2.6,1.2,4.1,18.7,8.4,30.2,,,,0.26,0.2,51.2,,,88.8,182.1,,,1500.0,,,2.7,,,0.418,47.2,49.4,45.1,288.0,172.0,364.0,257.9,,875.0,1.8,,752.0,0.305,-37.3,,,0.0,,,58.6,,,,56.5,52.8,60.3
LBY,0.677,18.5,5.6,2.4,0.1,4.4,0.6,75.7,1.05,75.7,0.516,14.0,,,,,,,11.0,,3.8,2.7,4.8,22.8,17.0,27.6,,,,,8.3,0.1,98.9,680.0,3.1,17.1,,,39.0,,,,6.0,11.0,0.747,68.5,70.4,67.0,139.0,35.8,190.0,42.0,103.5,,,13.9,20521.0,0.804,0.3,,18.6,99.3,,70.8,0.6,,0.2,,48.6,20.0,73.0
LCA,,21.4,13.3,0.1,0.0,0.1,0.0,29.3,1.03,65.3,,12.6,13.1,12.1,,65.0,142.0,49.0,,,,,,,,,,29.0,,0.12,1.2,35.7,0.0,,5.5,120.8,100.0,,45.0,,,,4.0,18.0,0.7859999999999999,71.1,73.5,68.7,149.0,17.6,200.0,21.4,48.3,9831.0,1.4,,9470.0,0.687,-6.4,-2.7,,78.6,2.2,,9.3,2.7,-9.3,3.33,62.3,47.3,78.2
LIE,,,,,,0.0,,16.9,,,,,,,,,,,,,9.2,,,,,,,,,,,40.6,,,,,,,,,,,,,0.863,76.1,,,,,,,,,,,79013.0,1.0,,,,100.0,,,,,,,,,
LKA,0.625,24.2,8.8,10.8,0.9,17.3,1.8,18.5,1.05,51.4,0.5920000000000001,11.3,11.4,11.2,2.4,,110.0,72.0,,,8.3,7.4,8.2,51.6,49.0,54.3,5.6,,74.0,0.06,0.2,36.4,24.1,18.5,78.1,33.5,,,75.0,,,0.1,5.0,20.0,0.762,69.5,73.2,66.3,121.0,17.9,259.0,21.0,38.0,3612.0,62.6,21.9,3587.0,0.541,-1.6,16.8,22.2,46.9,16.1,68.2,0.5,9.1,-0.5,4.99,62.5,45.5,79.3
LSO,0.499,17.7,8.2,0.8,0.1,1.6,0.3,14.0,1.03,85.2,0.415,9.6,10.7,8.4,,,109.0,25.0,1.0,,4.4,4.4,3.8,10.5,13.4,11.6,43.2,55.0,,0.67,0.9,1.3,,,52.0,77.7,,,629.0,,,1.3,9.0,20.0,0.603,59.2,61.0,57.3,260.0,73.1,320.0,91.3,30.6,1379.0,2.2,,2677.0,0.4970000000000001,-8.2,,,0.0,4.2,,2.9,14.5,-2.8,167.43,75.7,68.7,83.6
LTU,0.732,32.7,16.3,2.5,0.4,3.7,0.3,67.6,1.06,33.9,0.655,12.8,12.9,12.8,,62.0,90.0,95.0,33.0,,9.0,7.9,8.8,69.6,65.4,74.8,,19.0,,,,31.0,75.8,,3.1,30.2,,,29.0,100.0,,0.1,,,0.78,70.7,75.6,65.6,107.0,11.8,288.0,14.9,,,,,15951.0,0.7659999999999999,2.0,,,100.0,,,,,,,62.6,54.6,71.8
LUX,0.782,36.4,19.3,0.3,0.1,0.4,0.0,80.9,1.05,25.1,0.602,11.1,,,,91.0,,,,,8.8,8.3,9.6,52.2,46.3,60.2,,,,0.46,26.2,,89.2,,1.7,11.4,,,12.0,,,,4.0,20.0,0.8490000000000001,75.2,78.7,71.5,88.0,7.3,152.0,8.8,,57618.0,22.0,23.6,49610.0,0.938,6.9,,25.3,100.0,,182.9,,,,,50.7,34.1,68.3
LVA,0.7040000000000001,34.7,17.8,1.8,0.3,2.7,0.2,69.2,1.06,32.2,0.604,12.7,12.9,12.4,,54.0,94.0,95.0,26.0,,7.6,7.4,7.7,59.7,58.3,61.2,,15.0,,,,51.0,81.8,,17.6,45.5,,,48.0,100.0,,0.1,,,0.755,69.1,74.2,63.7,118.0,13.1,310.0,16.9,,,,,15997.0,0.767,3.2,,,100.0,,,,,,,61.5,53.4,71.2
MAR,0.45799999999999996,19.8,7.0,14.0,1.0,24.9,3.4,48.4,1.05,70.4,0.254,6.5,5.3,7.7,4.5,57.0,67.0,37.0,10.0,,2.2,1.4,2.9,14.5,9.1,16.9,26.5,25.0,,0.24,0.9,11.1,85.5,,19.5,45.6,,,317.0,,,0.1,7.0,21.0,0.688,64.7,66.3,63.1,169.0,62.8,220.0,79.6,36.7,3912.0,98.2,25.8,3800.0,0.5489999999999999,-3.5,23.8,31.1,10.2,28.4,54.6,0.5,4.2,-0.5,6.65,51.1,24.1,79.1
MCO,,,,,,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,6.3,,7.7,,,,,,,,,,,,,,,,,,,
MDA,0.6509999999999999,29.9,13.0,2.8,0.4,4.4,0.4,46.8,1.06,43.8,0.598,12.0,12.2,11.7,,72.0,90.0,94.0,35.0,,8.0,7.6,8.7,70.2,65.6,75.9,,24.0,,,,9.7,,,1.1,48.6,,,51.0,100.0,,0.1,,,0.733,67.6,71.0,64.1,155.0,27.3,290.0,33.0,,,,,6474.0,0.63,-3.9,,,94.0,,,,,,,50.0,47.3,53.0
MDG,,17.1,5.9,6.0,0.4,11.6,2.1,23.6,1.02,88.6,,6.4,6.2,6.6,,,93.0,19.0,3.0,,,,,,,,60.6,40.0,57.0,0.05,0.1,23.5,,,85.6,149.5,,,778.0,,,0.1,29.0,53.0,0.47700000000000004,51.0,52.2,49.8,313.0,97.4,361.0,159.5,22.2,1653.0,19.2,14.8,1590.0,0.418,-0.2,1.3,17.0,1.0,45.9,44.6,0.7,13.4,-0.7,0.26,86.6,84.2,89.1
MDV,,16.2,5.6,0.1,0.0,0.2,0.0,25.8,1.05,95.6,,,,,,,,,,96.0,4.0,3.6,4.4,30.5,22.9,24.0,,,,,0.8,3.3,0.0,,4.5,171.3,,,677.0,,,,3.0,4.0,0.637,61.4,61.0,61.8,237.0,68.1,205.0,93.9,33.0,,,,5326.0,0.6,-2.5,,,64.8,4.8,168.1,2.6,10.8,-2.6,0.79,49.5,20.2,77.0
MEX,0.65,19.5,7.5,48.4,3.6,85.4,11.5,71.4,1.05,68.9,0.48,10.6,10.4,10.8,2.3,60.0,111.0,53.0,15.0,87.6,5.5,5.1,6.0,30.6,27.8,33.9,28.4,31.0,79.0,0.36,3.7,35.9,87.4,,14.4,88.5,,,90.0,98.3,,0.2,23.0,25.0,0.782,70.8,73.8,67.9,119.0,36.5,212.0,45.7,37.3,10457.0,892.6,17.9,12690.0,0.732,-4.4,8.3,23.1,82.6,21.8,38.3,1.0,0.1,0.5,1.18,58.5,33.5,84.4
MHL,,,,,,0.0,,65.1,,,,,,,,,,,,,,,,,,,,,,0.35,1.0,,,,,,,,,,,,3.0,48.0,,,,,,39.9,,50.6,,2908.0,0.1,,3631.0,0.5429999999999999,,,,,,,0.0,,,,,,
MKD,,29.2,10.8,1.3,0.1,2.0,0.2,57.8,1.05,39.3,,10.3,10.2,10.3,,,,,17.0,,,,,,,,,,,,,35.9,98.0,,2.4,48.7,,,14.0,88.9,,0.1,,,0.787,71.2,73.2,69.2,101.0,33.5,161.0,37.1,,9633.0,19.2,18.0,9526.0,0.688,-9.9,,18.7,96.0,,61.7,,,,,55.3,43.1,67.5
MLI,0.231,16.5,7.7,4.2,0.3,8.5,1.6,23.3,1.05,94.3,0.081,2.1,1.5,2.6,,,27.0,7.0,1.0,,0.7,0.4,1.1,2.8,1.1,5.0,,45.0,,0.04,0.1,5.5,,,88.6,194.4,,,1010.0,,,1.0,33.0,57.0,0.396,45.7,46.5,45.0,324.0,130.1,347.0,253.9,12.3,1272.0,10.8,17.6,1269.0,0.384,-11.8,3.3,19.1,,15.3,46.6,0.2,18.0,-0.2,3.99,50.6,35.4,66.9
MLT,0.74,33.1,16.0,0.2,0.0,0.4,0.0,90.4,1.06,35.4,0.605,12.9,12.2,13.0,3.8,101.0,106.0,81.0,10.0,,7.4,7.4,6.5,47.2,25.0,36.6,,23.0,62.0,0.38,6.1,1.1,100.0,,0.0,12.4,,,13.0,,,0.1,16.0,20.0,0.862,76.0,77.7,74.3,66.0,9.9,108.0,11.2,,16176.0,5.7,25.5,17260.0,0.778,0.7,,30.6,100.0,,164.5,1.8,0.2,-1.7,2.29,50.4,27.9,73.9
MMR,0.359,20.8,7.5,23.6,1.8,40.6,5.2,25.2,1.03,64.7,0.251,6.1,5.7,6.0,,,93.0,20.0,5.0,,2.4,2.2,2.6,11.7,13.0,10.7,,45.0,,0.14,0.1,60.0,14.6,,90.9,50.3,,,453.0,,,0.1,4.0,32.0,0.596,58.7,61.0,56.5,244.0,81.8,312.0,115.5,39.6,743.0,30.2,,770.0,0.308,-1.0,,,20.3,18.2,,,,,,73.3,61.2,86.3
MNE,,29.8,12.4,0.4,0.1,0.6,0.1,48.0,1.08,38.4,,,,,,,,,,,,,,,,,,,,,,46.5,,,,32.1,,,10.0,,,0.1,,,0.84,74.6,77.7,71.3,79.0,14.8,165.0,16.6,,,,,14517.0,0.752,-9.8,,,97.6,,,,,,,52.9,44.2,62.0
MNG,0.579,19.3,7.4,1.2,0.1,2.2,0.3,57.0,1.03,73.0,0.539,10.2,,,,37.0,101.0,89.0,18.0,,7.7,7.4,8.0,71.8,67.6,75.3,,30.0,,0.89,4.6,8.1,97.2,,1.9,33.9,,,186.0,99.9,,0.1,6.0,8.0,0.62,60.3,62.9,57.8,195.0,77.3,286.0,108.5,,5123.0,11.2,27.1,4714.0,0.5820000000000001,0.0,-17.6,29.1,25.8,,58.6,,0.5,,,56.9,50.9,63.0
MOZ,0.209,16.2,6.3,6.6,0.4,13.2,2.4,25.0,1.03,95.0,0.131,3.7,3.1,4.4,,,64.0,7.0,,,0.8,0.4,1.4,1.9,,,67.1,55.0,,0.2,0.1,55.2,5.5,0.3,93.1,178.1,,,1390.0,,,1.8,29.0,41.0,0.353,42.9,44.5,41.3,396.0,165.1,464.0,247.7,15.6,379.0,5.0,22.1,366.0,0.196,-19.8,,22.1,0.0,22.2,44.2,0.4,41.2,,2.8,85.0,87.2,82.4
MRT,0.374,17.4,6.0,1.1,0.1,2.0,0.4,39.3,1.05,85.8,0.17800000000000002,3.7,2.9,4.6,,,46.0,13.0,3.0,,2.2,1.6,2.9,5.1,2.0,8.5,27.3,44.0,,0.16,0.4,0.4,,,47.0,110.4,,,859.0,,,0.1,31.0,62.0,0.591,58.4,59.7,57.1,222.0,71.0,269.0,116.5,47.0,2807.0,5.7,20.0,2680.0,0.4970000000000001,-3.2,-6.5,20.0,,30.7,106.4,0.7,24.6,-0.7,1.34,52.2,30.0,75.2
MUS,0.619,24.9,7.1,0.7,0.1,1.1,0.1,43.9,1.04,43.7,0.48100000000000004,10.5,10.5,10.5,3.2,54.0,112.0,52.0,3.0,79.9,5.7,4.8,6.6,33.0,26.0,40.0,2.7,21.0,91.0,0.19,1.4,20.2,55.5,20.6,47.1,44.7,,,81.0,91.1,,,5.0,24.0,0.76,69.4,73.3,65.7,129.0,19.7,263.0,23.0,44.7,7387.0,7.8,30.6,7329.0,0.649,-6.9,23.6,30.2,98.6,8.5,137.1,1.5,3.4,-1.4,,59.9,38.3,81.9
MWI,0.34,17.1,5.2,4.9,0.3,9.4,1.8,11.6,1.02,88.4,0.231,5.4,4.8,6.0,3.3,,73.0,16.0,1.0,,2.5,1.6,3.4,6.2,2.8,9.8,60.6,,,0.11,0.1,41.3,,,84.0,193.2,,,957.0,,,9.1,5.0,19.0,0.409,46.6,48.5,44.6,355.0,136.6,471.0,232.4,17.0,744.0,7.0,20.1,1548.0,0.414,21.5,-1.8,23.0,,29.3,57.2,1.2,27.2,-0.0,,77.2,76.1,78.3
MYS,0.643,21.6,6.2,10.7,0.7,18.0,2.4,49.8,1.06,62.5,0.488,9.7,,,,35.0,94.0,63.0,7.0,,6.5,5.7,7.4,40.3,34.7,46.5,3.7,20.0,,0.3,3.1,68.1,89.9,1.7,12.0,19.8,,,79.0,92.8,,0.1,5.0,30.0,0.78,70.7,72.6,68.9,127.0,14.3,194.0,16.6,72.7,10552.0,190.3,33.0,10170.0,0.698,5.2,10.0,32.4,91.8,12.6,146.9,5.3,1.1,-4.7,0.42,62.4,45.5,78.9
NAM,0.579,17.8,6.4,0.7,0.0,1.4,0.2,27.7,1.03,82.5,0.495,11.1,11.5,10.7,,14.0,118.0,38.0,,,5.6,5.3,6.1,33.6,31.5,36.9,,,,0.01,0.0,10.6,,,,116.8,,,338.0,,,1.6,,,0.639,61.5,64.5,58.5,223.0,48.4,308.0,71.3,16.3,5719.0,8.1,18.3,5784.0,0.613,11.7,23.8,26.9,9.0,,93.3,1.1,4.2,-1.4,0.48,56.6,48.8,65.2
NER,0.21,15.8,4.7,3.9,0.2,8.0,1.6,15.4,1.05,98.5,0.08199999999999999,2.1,1.5,2.8,2.9,1.0,26.0,6.0,1.0,,0.7,0.3,1.1,1.9,0.8,3.5,19.9,41.0,72.0,0.1,0.1,1.5,,1.5,,225.1,,,873.0,,,0.3,54.0,75.0,0.36200000000000004,43.5,44.2,42.8,293.0,132.7,329.0,328.9,16.2,895.0,7.2,11.4,804.0,0.315,-2.5,-19.0,11.0,,17.8,36.4,1.6,16.0,,0.56,78.6,68.1,90.4
NGA,,17.4,5.5,49.7,2.7,95.3,16.8,29.7,1.06,86.2,,6.7,,,,,86.0,25.0,,,,,,,,,,41.0,,0.14,0.4,18.9,20.5,,87.8,154.9,56.5,6.0,1350.0,30.8,21.5,1.6,21.0,46.0,0.39799999999999996,45.9,47.2,44.7,360.0,126.2,414.0,212.9,21.9,3042.0,289.8,14.3,2792.0,0.503,-0.2,-13.5,14.4,8.6,22.6,53.0,1.9,0.9,-1.3,0.03,56.5,47.6,65.4
NIC,0.489,16.9,6.3,2.1,0.1,4.1,0.7,53.1,1.05,89.6,0.349,7.7,,,,12.0,87.0,37.0,8.0,,4.1,3.3,5.0,20.2,16.4,27.3,56.1,33.0,72.0,0.2,0.6,37.5,29.3,,68.8,160.1,,,173.0,,,0.1,12.0,18.0,0.68,64.2,67.1,61.3,180.0,51.3,269.0,67.5,162.8,3004.0,12.4,20.4,2618.0,0.493,-7.6,2.6,19.3,41.3,5.0,71.3,0.1,33.4,0.0,,60.1,36.5,85.0
NLD,0.8290000000000001,34.6,18.4,10.3,1.9,15.0,0.9,68.7,1.06,26.4,0.746,14.7,14.4,15.0,5.3,97.0,103.0,118.0,36.0,,10.2,9.8,10.9,80.0,74.7,83.6,,17.0,88.0,0.33,10.6,10.2,95.9,,1.2,6.9,,,12.0,,,0.1,2.0,6.0,0.877,77.0,80.1,73.8,67.0,6.8,116.0,8.3,,32090.0,479.8,23.5,31977.0,0.871,1.9,15.2,24.4,100.0,,104.6,3.4,,2.5,0.23,56.5,43.1,70.5
NOR,0.85,35.4,25.3,2.7,0.7,4.2,0.3,72.0,1.05,29.2,0.772,14.0,14.3,13.6,6.3,61.0,100.0,101.0,38.0,,11.5,11.4,11.7,66.0,62.5,70.0,1.0,,,0.17,7.4,33.2,52.1,,59.2,17.8,,,7.0,99.4,,,5.0,13.0,0.873,76.7,80.0,73.6,65.0,7.0,128.0,8.7,65.0,42814.0,181.6,22.8,41742.0,0.9109999999999999,1.8,8.4,24.6,100.0,,72.6,0.8,,-0.1,0.13,62.6,55.2,70.3
