Country,2010,2011,2012,2013,2014,2015,2016
Finland,0.134,0.134,0.139,0.145,0.142,0.141,0.14300000000000002
France,0.08800000000000001,0.083,0.091,0.091,0.092,0.098,0.098
Gabon,0.816,0.8059999999999999,0.8109999999999999,0.8140000000000001,0.807,0.777,0.7609999999999999
Gambia,0.215,0.239,0.34299999999999997,0.359,0.35700000000000004,0.35200000000000004,0.353
Georgia,0.209,0.231,0.251,0.245,0.222,0.183,0.198
Germany,0.09699999999999999,0.092,0.09300000000000001,0.09300000000000001,0.09699999999999999,0.105,0.106
Ghana,0.484,0.34700000000000003,0.445,0.41700000000000004,0.431,0.424,0.428
Greece,0.214,0.26,0.33799999999999997,0.345,0.33899999999999997,0.253,0.23399999999999999
Grenada,0.179,0.187,0.18600000000000003,0.18600000000000003,0.19,0.191,0.18600000000000003
Guatemala,0.142,0.145,0.145,0.139,0.135,0.139,0.133
Guinea,0.423,0.462,0.46,0.44799999999999995,0.449,0.446,0.44799999999999995
Guinea-Bissau,0.872,0.873,0.873,0.873,0.873,0.875,0.8759999999999999
Guyana,0.465,0.483,0.499,0.506,0.45399999999999996,0.365,0.491
Haiti,0.525,0.508,0.509,0.499,0.496,0.517,0.509
Honduras,0.221,0.251,0.23399999999999999,0.22399999999999998,0.204,0.213,0.212
"Hong Kong, China (SAR)",0.196,0.193,0.20600000000000002,0.22899999999999998,0.233,0.25,0.268
Hungary,0.141,0.127,0.107,0.105,0.113,0.125,0.12300000000000001
Iceland,0.455,0.452,0.434,0.44799999999999995,0.445,0.45,0.441
India,0.16399999999999998,0.183,0.17300000000000001,0.184,0.175,0.12,0.12
Indonesia,0.155,0.172,0.17,0.157,0.152,0.138,0.128
Iran (Islamic Republic of),0.599,0.62,0.615,0.5760000000000001,0.5920000000000001,0.515,0.56
Iraq,0.9470000000000001,0.977,0.955,0.9740000000000001,0.9740000000000001,0.9690000000000001,0.937
Ireland,0.259,0.262,0.253,0.24,0.24100000000000002,0.243,0.242
Israel,0.273,0.292,0.266,0.276,0.287,0.273,0.255
Italy,0.052000000000000005,0.053,0.055999999999999994,0.055,0.053,0.052000000000000005,0.052000000000000005
Jamaica,0.425,0.466,0.41200000000000003,0.441,0.47,0.526,0.441
Japan,0.125,0.115,0.12300000000000001,0.127,0.127,0.135,0.141
Jordan,0.175,0.18100000000000002,0.163,0.155,0.163,0.161,0.16399999999999998
Kazakhstan,0.628,0.607,0.5920000000000001,0.6579999999999999,0.657,0.563,0.506
Kenya,0.217,0.20199999999999999,0.204,0.217,0.183,0.19699999999999998,0.196
Kiribati,0.629,0.754,0.799,0.878,0.816,0.905,0.892
Korea (Democratic People's Rep. of),0.18600000000000003,0.32799999999999996,0.359,0.373,0.33399999999999996,0.33399999999999996,0.39899999999999997
Korea (Republic of),0.154,0.152,0.147,0.14800000000000002,0.14800000000000002,0.14800000000000002,0.14400000000000002
Kuwait,0.662,0.6609999999999999,0.6970000000000001,0.6859999999999999,0.672,0.629,0.627
Kyrgyzstan,0.28600000000000003,0.276,0.268,0.40299999999999997,0.436,0.439,0.316
Lao People's Democratic Republic,0.31,0.307,0.29600000000000004,0.28300000000000003,0.26,0.191,0.204
Latvia,0.081,0.08199999999999999,0.08800000000000001,0.091,0.096,0.08800000000000001,0.09300000000000001
Lebanon,0.125,0.161,0.22,0.125,0.10099999999999999,0.11900000000000001,0.113
Lesotho,0.281,0.282,0.264,0.276,0.27899999999999997,0.278,0.278
Liberia,0.41100000000000003,0.391,0.344,0.42,0.446,0.446,0.331
Libya,0.79,0.804,0.823,0.7759999999999999,0.733,0.616,0.542
Lithuania,0.188,0.207,0.2,0.187,0.142,0.133,0.11199999999999999
Luxembourg,0.134,0.133,0.125,0.11599999999999999,0.109,0.102,0.102
Madagascar,0.17800000000000002,0.242,0.226,0.223,0.267,0.295,0.3
Malawi,0.5329999999999999,0.423,0.499,0.46799999999999997,0.48100000000000004,0.488,0.415
Malaysia,0.165,0.168,0.16399999999999998,0.172,0.17800000000000002,0.17,0.174
Maldives,0.518,0.705,0.763,0.8,0.758,0.7809999999999999,0.769
Mali,0.647,0.59,0.682,0.738,0.7390000000000001,0.774,0.737
Malta,0.43700000000000006,0.43200000000000005,0.43700000000000006,0.415,0.379,0.36200000000000004,0.336
Marshall Islands,0.718,0.7070000000000001,0.7929999999999999,0.725,0.7959999999999999,0.726,0.63
Mauritania,0.46299999999999997,0.419,0.439,0.47,0.435,0.371,0.36
Mauritius,0.249,0.24100000000000002,0.23800000000000002,0.248,0.218,0.21100000000000002,0.203
Mexico,0.14800000000000002,0.154,0.146,0.141,0.13,0.122,0.124
Micronesia (Federated States of),0.555,0.614,0.866,0.7170000000000001,0.753,0.7040000000000001,0.835
Moldova (Republic of),0.145,0.135,0.142,0.151,0.146,0.168,0.165
Mongolia,0.499,0.504,0.507,0.373,0.46799999999999997,0.49700000000000005,0.401
Montenegro,0.371,0.389,0.33899999999999997,0.302,0.23399999999999999,0.223,0.212
Morocco,0.156,0.16699999999999998,0.162,0.155,0.16,0.166,0.175
Mozambique,0.506,0.418,0.318,0.287,0.275,0.311,0.27
Myanmar,0.375,0.337,0.32799999999999996,0.424,0.38,0.39,0.289
Namibia,0.222,0.23399999999999999,0.254,0.22899999999999998,0.254,0.294,0.275
Nauru,0.615,0.904,0.9309999999999999,0.71,0.552,0.638,0.693
Nepal,0.14400000000000002,0.14300000000000002,0.142,0.136,0.133,0.138,0.147
Netherlands,0.12,0.10400000000000001,0.11800000000000001,0.11199999999999999,0.098,0.081,0.07200000000000001
New Zealand,0.161,0.172,0.172,0.198,0.203,0.16699999999999998,0.162
Nicaragua,0.214,0.218,0.19899999999999998,0.20600000000000002,0.21899999999999997,0.22699999999999998,0.21899999999999997
Niger,0.377,0.414,0.4,0.348,0.40700000000000003,0.392,0.297
Nigeria,0.8009999999999999,0.789,0.7709999999999999,0.805,0.78,0.731,0.7340000000000001
Norway,0.391,0.405,0.406,0.39299999999999996,0.377,0.33399999999999996,0.315
Oman,0.583,0.602,0.51,0.496,0.619,0.53,0.506
Pakistan,0.19899999999999998,0.184,0.183,0.18899999999999997,0.193,0.20199999999999999,0.214
Palau,0.866,0.912,0.89,0.8190000000000001,0.6990000000000001,0.746,0.7170000000000001
"Palestine, State of",0.171,0.179,0.166,0.162,0.18899999999999997,0.18600000000000003,0.185
Panama,0.14400000000000002,0.149,0.131,0.126,0.129,0.149,0.151
Papua New Guinea,0.369,0.301,0.292,0.306,0.28,0.302,0.28600000000000003
Paraguay,0.361,0.379,0.32,0.342,0.342,0.317,0.336
Peru,0.272,0.266,0.266,0.25,0.22699999999999998,0.247,0.281
Philippines,0.313,0.245,0.223,0.225,0.231,0.27899999999999997,0.287
Poland,0.077,0.07200000000000001,0.065,0.064,0.065,0.065,0.067
Portugal,0.075,0.079,0.08,0.08800000000000001,0.079,0.078,0.071
Qatar,0.516,0.527,0.531,0.526,0.527,0.519,0.4
Romania,0.094,0.091,0.091,0.098,0.099,0.10300000000000001,0.11199999999999999
Russian Federation,0.366,0.377,0.382,0.377,0.37,0.316,0.305
Rwanda,0.43,0.49,0.36700000000000005,0.425,0.359,0.303,0.327
Saint Kitts and Nevis,0.345,0.3,0.327,0.311,0.309,0.336,0.289
Saint Lucia,0.256,0.341,0.385,0.409,0.54,0.46799999999999997,0.501
Saint Vincent and the Grenadines,0.607,0.45799999999999996,0.366,0.38,0.371,0.376,0.373
Samoa,0.45,0.43799999999999994,0.34,0.302,0.33399999999999996,0.335,0.32299999999999995
Sao Tome and Principe,0.379,0.44,0.456,0.615,0.589,0.597,0.593
Saudi Arabia,0.695,0.726,0.722,0.746,0.706,0.5539999999999999,0.593
Senegal,0.264,0.24,0.249,0.24100000000000002,0.237,0.23199999999999998,0.215
Serbia,0.077,0.07400000000000001,0.068,0.114,0.106,0.091,0.087
Seychelles,0.491,0.42100000000000004,0.574,0.63,0.578,0.502,0.512
Sierra Leone,0.243,0.244,0.28,0.419,0.6970000000000001,0.54,0.6579999999999999
Singapore,0.266,0.256,0.24600000000000002,0.253,0.25,0.244,0.24
Slovakia,0.159,0.156,0.166,0.172,0.174,0.183,0.195
Slovenia,0.166,0.162,0.156,0.158,0.156,0.166,0.106
Solomon Islands,0.6829999999999999,0.578,0.5589999999999999,0.58,0.512,0.607,0.713
Somalia,0.619,0.619,0.762,0.73,0.757,0.752,0.44799999999999995
South Africa,0.136,0.153,0.136,0.136,0.11900000000000001,0.121,0.121
Spain,0.096,0.095,0.091,0.092,0.092,0.102,0.107
Sri Lanka,0.212,0.20199999999999999,0.203,0.214,0.204,0.204,0.201
Sudan,0.8109999999999999,0.8029999999999999,0.557,0.67,0.643,0.6579999999999999,0.648
Suriname,0.491,0.493,0.517,0.502,0.45899999999999996,0.579,0.489
Sweden,0.096,0.096,0.095,0.091,0.091,0.08900000000000001,0.091
Switzerland,0.166,0.168,0.282,0.354,0.256,0.267,0.28800000000000003
Syrian Arab Republic,0.337,0.32299999999999995,0.174,0.19899999999999998,0.175,0.16699999999999998,0.165
Tajikistan,0.502,0.467,0.501,0.48700000000000004,0.35,0.361,0.349
Tanzania (United Republic of),0.23199999999999998,0.303,0.353,0.332,0.257,0.263,0.322
Thailand,0.086,0.08,0.08199999999999999,0.079,0.076,0.077,0.073
The former Yugoslav Republic of Macedonia,0.14300000000000002,0.168,0.16399999999999998,0.172,0.18899999999999997,0.205,0.218
Timor-Leste,0.418,0.42200000000000004,0.89,0.9,0.509,0.6729999999999999,0.579
Togo,0.222,0.207,0.251,0.253,0.247,0.207,0.204
Tonga,0.301,0.282,0.321,0.336,0.315,0.32299999999999995,0.32
Trinidad and Tobago,0.33299999999999996,0.348,0.331,0.37799999999999995,0.36200000000000004,0.34600000000000003,0.317
Tunisia,0.162,0.165,0.152,0.149,0.146,0.141,0.134
Turkey,0.07400000000000001,0.07400000000000001,0.092,0.069,0.069,0.073,0.078
Turkmenistan,0.527,0.728,0.772,0.7559999999999999,0.762,0.772,0.722
Tuvalu,0.456,0.7440000000000001,0.615,0.7390000000000001,0.521,0.5479999999999999,0.536
Uganda,0.191,0.21600000000000003,0.165,0.184,0.18600000000000003,0.177,0.17
Ukraine,0.13,0.132,0.121,0.12,0.127,0.135,0.14400000000000002
United Arab Emirates,0.348,0.387,0.35,0.342,0.32299999999999995,0.256,0.22699999999999998
United Kingdom,0.111,0.133,0.11800000000000001,0.152,0.111,0.11199999999999999,0.10800000000000001
United States,0.08199999999999999,0.083,0.09,0.095,0.095,0.09699999999999999,0.1
Uruguay,0.179,0.17800000000000002,0.20600000000000002,0.228,0.215,0.218,0.228
Uzbekistan,0.247,0.23800000000000002,0.255,0.281,0.275,0.31,0.386
Vanuatu,0.531,0.738,0.603,0.436,0.574,0.47700000000000004,0.532
Venezuela (Bolivarian Republic of),0.679,0.7040000000000001,0.754,0.769,0.645,0.627,0.612
Viet Nam,0.11199999999999999,0.11800000000000001,0.13699999999999998,0.168,0.165,0.191,0.17300000000000001
Yemen,0.691,0.626,0.648,0.541,0.5589999999999999,0.451,0.349
Zambia,0.67,0.7,0.654,0.617,0.6659999999999999,0.655,0.664
Zimbabwe,0.221,0.251,0.25,0.28800000000000003,0.316,0.341,0.366
