Country,2000,2005,2010,2015
PRK,16.3,20.2,18.3,14.3
KOR,8.5,15.4,18.4,13.4
KWT,1.9,1.8,2.1,2.1
KGZ,5.0,4.0,4.0,3.4
LAO,12.2,11.5,10.8,9.9
LVA,9.9,6.9,4.2,4.8
LBN,2.3,2.1,1.9,2.0
LSO,9.8,8.7,8.6,8.2
LBR,5.4,5.2,4.7,4.9
LBY,4.1,3.5,3.2,2.8
LTU,15.3,10.4,8.5,8.1
LUX,7.4,5.2,4.5,5.2
MDG,5.0,4.7,4.5,3.9
MWI,4.8,3.9,4.3,4.8
MYS,4.8,4.1,3.7,3.4
MDV,23.4,15.2,11.4,8.9
MLI,6.3,6.5,6.7,6.7
MLT,2.4,2.1,1.3,2.0
MRT,4.9,5.2,5.6,5.7
MUS,5.3,4.0,3.6,3.7
MEX,1.1,1.4,1.6,2.1
FSM,8.1,7.9,7.1,6.7
MDA,4.2,5.4,5.3,3.9
MNG,13.0,10.7,11.3,9.2
MNE,5.8,5.8,5.2,5.3
MAR,6.5,5.3,4.0,3.5
MOZ,7.5,6.9,6.8,6.7
MMR,2.8,3.0,3.1,3.3
NAM,6.5,5.6,5.8,5.5
NPL,10.0,8.7,7.3,6.2
NLD,5.2,5.1,4.7,6.0
NZL,4.4,6.0,6.7,6.3
NIC,6.9,6.2,4.6,4.2
NER,6.0,6.6,6.3,5.5
NGA,9.4,9.1,9.5,9.9
NOR,5.8,7.1,6.2,5.7
OMN,2.0,1.4,1.4,1.3
PAK,2.8,2.6,2.6,2.4
PAN,1.6,2.0,1.5,1.1
PNG,6.6,5.2,4.8,5.9
PRY,6.6,6.7,6.2,6.1
PER,3.8,3.7,3.2,2.9
PHL,1.8,1.7,2.0,1.9
POL,5.5,5.0,4.8,4.9
PRT,2.1,3.4,4.1,3.7
QAT,1.2,1.1,1.2,1.2
ROU,3.8,3.2,3.6,2.5
RUS,10.0,8.8,7.0,5.6
RWA,3.8,4.2,3.9,3.5
LCA,3.6,0.0,2.1,1.6
VCT,0.7,3.1,0.8,0.4
WSM,5.1,3.9,3.1,2.8
STP,1.6,1.6,1.7,1.7
SAU,1.6,1.8,2.2,2.2
SEN,7.1,7.2,6.5,5.2
SRB,8.6,7.7,5.3,5.5
SYC,2.0,2.0,1.9,1.9
SLE,17.1,14.4,14.1,14.7
SGP,8.0,6.8,6.5,5.5
SVK,4.3,3.1,3.1,2.5
SVN,12.7,8.3,5.1,6.0
SLB,8.0,5.4,5.4,5.0
SOM,5.0,4.8,4.7,4.8
ZAF,6.5,5.8,5.2,5.1
SSD,6.3,6.1,5.9,5.4
ESP,2.9,2.7,2.2,2.9
LKA,17.9,14.8,11.7,13.3
SDN,6.5,6.7,6.8,6.3
SUR,12.0,10.9,12.8,12.6
SWE,7.4,8.2,6.7,7.6
CHE,8.9,8.4,6.2,6.0
SYR,0.9,0.9,1.2,1.2
TJK,2.5,2.3,2.3,2.5
TZA,6.2,5.7,5.7,5.8
THA,7.7,7.7,8.1,7.7
MKD,4.3,3.6,2.8,3.1
TLS,10.1,7.1,6.1,5.6
TGO,8.8,8.8,8.8,8.7
TON,4.0,3.6,3.4,3.3
TTO,5.2,4.1,5.2,4.5
TUN,4.3,4.0,4.1,4.1
TUR,8.0,6.1,5.6,4.7
TKM,3.8,4.6,4.6,5.2
UGA,7.6,6.9,7.4,7.6
UKR,9.8,6.2,5.8,6.2
ARE,2.1,1.5,1.1,0.9
GBR,3.6,3.4,3.1,3.2
USA,3.9,4.5,5.0,5.8
URY,5.1,6.0,6.4,6.3
UZB,4.4,3.0,3.8,5.2
VUT,5.7,4.5,3.7,3.3
VEN,2.0,1.9,1.4,1.1
VNM,3.7,3.3,3.4,3.4
YEM,5.9,6.2,6.4,6.2
ZMB,6.2,5.2,5.2,5.0
ZWE,11.1,10.0,10.2,10.3
